product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
44,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Morbi a ipsum. Integer a nibh. In quis justo.,748.36,20.73,home decor,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,571,Puce,medium,0.4,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,2019-12-24,4.4,534,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,3.0,891,standard,29.8
45,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",991.55,43.31,clothing,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,20,Purple,small,7.6,sit amet nulla quisque arcu libero rutrum ac lobortis vel,2019-10-26,3.8,812,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,2.6,160,standard,36.93
46,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",675.19,12.59,toys,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,0,Teal,extra large,1.8,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,2011-02-08,4.4,274,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,3.0,649,free,15.48
47,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,In sagittis dui vel nisl. Duis ac nibh.,487.6,31.26,clothing,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,410,Blue,medium,8.3,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,2010-06-05,4.2,721,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,4.9,87,standard,1.7
48,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",803.41,47.46,electronics,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,736,Green,small,1.8,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,2022-02-02,1.1,401,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,1.7,567,free,15.77
49,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",723.64,1.95,electronics,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,536,Aquamarine,extra large,6.6,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,2010-03-19,4.8,560,urna ut tellus nulla ut erat id mauris vulputate elementum nullam,4.9,585,express,23.4
50,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",232.93,40.43,clothing,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,441,Yellow,large,3.0,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,2013-12-21,1.5,453,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,3.7,371,standard,38.71
51,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",354.89,12.02,home decor,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,324,Mauv,large,4.4,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,2018-11-25,1.2,331,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,2.7,917,standard,46.97
52,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",784.11,11.54,home decor,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,502,Maroon,extra large,7.7,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,2013-01-24,4.2,964,quisque erat eros viverra eget congue eget semper rutrum nulla,4.0,807,standard,19.82
53,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",343.91,33.03,electronics,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,502,Maroon,medium,5.7,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,2019-08-09,4.7,574,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,3.2,279,standard,26.35
54,amet diam in magna bibendum imperdiet nullam orci pede venenatis non,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",848.75,13.73,toys,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,920,Yellow,medium,7.1,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2011-10-20,4.6,559,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,4.3,171,free,18.58
55,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,Etiam vel augue.,172.33,36.19,clothing,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,700,Aquamarine,large,9.7,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2019-07-31,4.7,654,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,1.9,373,express,12.18
56,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",314.78,24.94,clothing,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,725,Purple,medium,5.9,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,2015-10-20,4.6,468,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,3.2,711,free,1.53
57,velit donec diam neque vestibulum eget vulputate ut ultrices vel,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",597.16,27.75,beauty,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,554,Violet,extra large,6.1,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,2013-12-28,4.0,732,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,1.6,644,free,34.79
58,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,881.24,41.83,toys,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,621,Purple,large,1.4,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,2016-06-14,4.5,864,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,2.4,181,free,24.91
59,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",334.62,32.32,beauty,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,110,Turquoise,medium,0.7,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2010-04-17,1.3,304,dictumst etiam faucibus cursus urna ut tellus nulla ut erat,3.7,353,free,14.5
60,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",762.62,14.95,home decor,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,901,Violet,medium,5.2,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,2019-06-12,4.5,622,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,2.2,746,standard,30.66
61,convallis morbi odio odio elementum eu interdum eu tincidunt in,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",301.3,37.72,toys,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,808,Red,large,9.8,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,2012-04-16,3.8,148,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,2.2,18,free,24.48
62,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Suspendisse potenti. In eleifend quam a odio.,979.65,18.91,home decor,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,806,Teal,small,7.9,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,2016-12-07,3.9,414,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,1.9,96,free,32.39
63,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,951.14,37.61,toys,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,761,Turquoise,medium,7.1,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,2017-02-26,2.6,896,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,2.3,245,express,7.67
64,eget eros elementum pellentesque quisque porta volutpat erat quisque erat,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",200.72,1.65,toys,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,542,Puce,medium,6.5,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2018-11-01,1.4,480,et magnis dis parturient montes nascetur ridiculus mus etiam vel,3.5,738,free,25.74
65,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,490.3,1.3,clothing,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,516,Red,large,9.2,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,2017-08-31,4.9,364,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,1.3,730,express,36.39
66,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",127.35,6.52,toys,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,710,Mauv,small,6.4,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2012-05-11,2.2,293,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,2.1,636,standard,40.93
67,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,672.82,39.58,home decor,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,849,Teal,large,0.4,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2014-12-16,4.4,442,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,3.6,763,free,14.03
68,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",139.84,38.49,toys,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,396,Goldenrod,extra large,8.1,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,2014-03-26,4.4,622,aenean sit amet justo morbi ut odio cras mi pede malesuada in,2.2,790,standard,11.93
69,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",721.26,46.17,beauty,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,995,Violet,large,3.1,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,2017-06-08,3.1,457,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,2.5,368,express,37.24
70,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,Morbi a ipsum.,411.55,18.52,electronics,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,1000,Goldenrod,small,4.3,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,2017-03-07,4.8,53,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,5.0,470,standard,30.11
71,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",283.56,25.4,clothing,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,276,Maroon,medium,5.9,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,2011-03-30,2.7,559,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,3.6,517,express,14.73
72,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",567.98,41.53,clothing,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,519,Purple,large,4.9,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,2019-06-28,3.6,574,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,1.3,163,free,36.15
73,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",250.72,7.61,toys,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,213,Mauv,large,2.9,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2013-02-27,1.6,770,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,2.9,48,standard,27.95
74,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,In congue. Etiam justo.,432.08,19.07,toys,aliquam non mauris morbi non lectus aliquam sit amet diam in,731,Puce,medium,6.6,tortor risus dapibus augue vel accumsan tellus nisi eu orci,2019-10-09,1.6,181,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,4.4,772,free,16.89
75,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,50.23,30.9,electronics,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,370,Orange,large,8.7,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2015-01-19,4.8,993,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,3.4,963,standard,47.48
76,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",626.46,39.99,toys,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,661,Teal,small,6.4,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,2022-06-24,2.7,871,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,3.2,916,standard,4.95
77,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,262.45,9.19,electronics,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,486,Green,medium,1.0,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2017-09-21,4.8,77,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2.0,795,standard,0.44
78,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",936.54,23.74,beauty,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,642,Fuscia,extra large,4.0,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2010-12-30,1.7,187,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,1.3,800,free,11.87
79,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,52.59,26.86,toys,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,816,Khaki,medium,1.5,suspendisse potenti in eleifend quam a odio in hac habitasse platea,2014-05-28,3.7,236,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2.7,800,free,36.88
80,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",987.08,23.2,clothing,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,300,Green,small,4.3,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,2010-03-08,2.4,428,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,1.5,347,free,43.66
81,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",148.96,16.01,toys,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,404,Khaki,small,4.8,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2016-06-02,2.7,456,leo rhoncus sed vestibulum sit amet cursus id turpis integer,3.2,331,free,36.24
82,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",148.22,25.93,beauty,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,509,Yellow,medium,2.9,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,2014-11-22,3.3,138,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,4.7,455,standard,5.74
83,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",932.41,46.47,beauty,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,220,Turquoise,medium,8.9,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,2016-05-17,2.5,468,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,1.5,209,standard,27.74
84,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",394.1,32.86,beauty,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,684,Red,medium,4.7,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2017-12-20,1.2,175,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,4.8,275,free,39.59
85,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",18.59,13.59,home decor,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,787,Crimson,large,6.7,potenti cras in purus eu magna vulputate luctus cum sociis natoque,2018-05-03,3.1,275,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,1.8,958,express,33.19
86,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",795.81,34.3,clothing,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,605,Mauv,medium,5.6,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,2022-03-02,3.0,268,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,4.3,788,express,28.47
87,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",147.71,1.29,electronics,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,226,Mauv,small,5.6,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,2022-09-27,3.4,436,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,4.4,741,standard,19.89
